Manufacturer,Model #,Form Factor,Wattage,0.1,0.2,0.5,1,Rating,Date Certified
PowerSpec,PS 600BF,ATX12V,600,-,0.8344,0.8634,0.8402,Bronze,01/12/2010
"High Power Electric Co., Ltd.",HPG-600BR-H12/14S(C),ATX12V,600,-,0.8344,0.8634,0.8402,Bronze,01/12/2010
Hanmi Micronics Inc.,HPW-600BR-F12S,ATX12V,600,-,0.8344,0.8634,0.8402,Bronze,01/12/2010
Hanmi Micronics Inc.,HPW-700BR-F12S,ATX12V,700,-,0.8448,0.8674,0.841,Bronze,01/12/2010
Caseking Kellytech Ltd,Kolink KL-700,ATX12V,700,-,0.8448,0.8674,0.841,Bronze,01/12/2010
Novatech,POWER STATION 600 V2,ATX12V,600,-,0.8344,0.8634,0.8402,Bronze,01/12/2010
NZXT,NP-1BM-0700A,ATX12V,700,-,0.8448,0.8674,0.841,Bronze,01/12/2010
Chieftec,APS-600SB,ATX12V,600,-,0.8344,0.8634,0.8402,Bronze,01/12/2010
"High Power Electric Co., Ltd.",HPG-700BR-F12/14S (C),ATX12V,700,-,0.8448,0.8674,0.841,Bronze,01/12/2010
"High Power Electric Co., Ltd.",HPG-600BR-F12/14S (C),ATX12V,600,-,0.8344,0.8634,0.8402,Bronze,01/12/2010
SCYTHE,GOURIKI4-700(P),ATX12V,700,-,0.8448,0.8674,0.841,Bronze,01/12/2010
Xigmatek,XTK-CB-0700M,ATX12V,700,-,0.8448,0.8674,0.841,Bronze,01/12/2010
SCYTHE,SPGRN-700,ATX12V,700,-,0.8448,0.8674,0.841,Bronze,01/12/2010
Xigmatek,XTK-CB-0600M,ATX12V,600,-,0.8344,0.8634,0.8402,Bronze,01/12/2010
AXP,AXP-700K14XE,ATX12V,700,-,0.8448,0.8674,0.841,Bronze,01/12/2010
Rosewill,Lightning-1300,EPS12V,1300,-,0.9035,0.9188,0.8962,Gold,01/12/2010
SCYTHE,SPGT2-600P,ATX12V,600,-,0.8344,0.8634,0.8402,Bronze,01/12/2010
SCYTHE,SPGT2-700P,ATX12V,700,-,0.8448,0.8674,0.841,Bronze,01/12/2010
Kingwin,LZG-1300,EPS12V,1300,-,0.9035,0.9188,0.8962,Gold,01/12/2010
"High Power Electric Co., Ltd.",HPC-700-B14S(C),ATX12V,700,-,0.8448,0.8674,0.841,Bronze,01/12/2010
"High Power Electric Co., Ltd.",HPC-600-B14S(C),ATX12V,600,-,0.8344,0.8634,0.8402,Bronze,01/12/2010
Super Flower,SF-1300P14XE,EPS12V,1300,-,0.9035,0.9188,0.8962,Gold,01/12/2010
Novatech,POWER STATION 500 V2,ATX12V,500,-,0.8296,0.8628,0.8473,Bronze,29/11/2010
Chieftec,APS-500SB,ATX12V,500,-,0.8296,0.8628,0.8473,Bronze,29/11/2010
"High Power Electric Co., Ltd.",HPG-500BR-F12/14S (C),ATX12V,500,-,0.8296,0.8628,0.8473,Bronze,29/11/2010
SCYTHE,SPGT2-500P,ATX12V,500,-,0.8296,0.8628,0.8473,Bronze,29/11/2010
"High Power Electric Co., Ltd.",HPC-500-B14S(C),ATX12V,500,-,0.8296,0.8628,0.8473,Bronze,29/11/2010
FSP Technology Inc.,AU-700,"ATX12V, EPS12V, & PS2",700,-,0.9023,0.911,0.881,Gold,24/11/2010
FSP Technology Inc.,AU-500,"ATX12V, EPS12V, & PS2",500,-,0.8958,0.904,0.8816,Gold,24/11/2010
FSP Technology Inc.,AU-600,"ATX12V, EPS12V, & PS2",600,-,0.9017,0.9102,0.8869,Gold,24/11/2010
FSP Technology Inc.,AU-400,"ATX12V, EPS12V, & PS2",400,-,0.8865,0.9049,0.8885,Gold,24/11/2010
PowerColor,PX-1000,EPS12V,1000,-,0.8346,0.8548,0.824,Bronze,24/11/2010
Sparkle Power,SPI700A8BMB,Custom,700,-,0.8609,0.8759,0.8437,Bronze,23/11/2010
Sparkle Power,SPI700ACBMB,Custom,700,-,0.8539,0.8736,0.8401,Bronze,23/11/2010
Sparkle Power,SPI600ACBMB,Custom,600,-,0.8529,0.8739,0.8496,Bronze,23/11/2010
FSP Technology Inc.,FSP700-90MPB,Custom,700,-,0.8609,0.8759,0.8437,Bronze,23/11/2010
FSP Technology Inc.,FSP700-92MPB,Custom,700,-,0.8539,0.8736,0.8401,Bronze,23/11/2010
FSP Technology Inc.,FSP600-92MPB,Custom,600,-,0.8529,0.8739,0.8496,Bronze,23/11/2010
SAMA,EPS-1600-1,EPS12V,1600,-,0.8686,0.8848,0.8353,Bronze,23/11/2010
SAMA,EPS-1000-6,EPS12V,1000,-,0.8838,0.9098,0.8956,Gold,22/11/2010
Sparkle Power,SPI600A8BMB,Custom,600,-,0.8566,0.874,0.8476,Bronze,22/11/2010
FSP Technology Inc.,FSP600-90MPB,Custom,600,-,0.8566,0.874,0.8476,Bronze,22/11/2010
SilverStone Technology Inc.,SST-ST1200-G,"ATX12V, EPS12V, PS2",1200,-,0.8909,0.9101,0.8862,Gold,19/11/2010
SilverStone Technology Inc.,SST-ST1000-G,"ATX12V, EPS12V, PS2",1000,-,0.8898,0.9079,0.8808,Gold,19/11/2010
SilverStone Technology Inc.,SST-ST75F-G,"ATX12V, EPS12V, PS2",750,-,0.8874,0.9026,0.8754,Gold,18/11/2010
SilverStone Technology Inc.,SST-ST85F-G,"ATX12V, EPS12V, PS2",850,-,0.8919,0.9103,0.8859,Gold,18/11/2010
Lenovo,FSP240-50SBV,TFX,240,-,0.8283,0.8594,0.8295,Bronze,15/11/2010
Lenovo,FSP320-60EGA,ATX12V,320,-,0.8886,0.9038,0.8776,Gold,15/11/2010
ADATA,BN-550,ATX12V,550,-,0.8536,0.8669,0.835,Bronze,11/11/2010
Aerocool,HERO 575,ATX12V & EPS12V,600,-,0.862,0.869,0.833,Bronze,10/11/2010
ADATA,BN-500,ATX12V,500,-,0.8502,0.8665,0.842,Bronze,10/11/2010
ADATA,BN-450,ATX12V,450,-,0.8437,0.8644,0.845,Bronze,10/11/2010
ADATA,BN-400,ATX12V,400,-,0.8336,0.8624,0.8472,Bronze,10/11/2010
"HP, Inc.",CFH0320EWWA,Custom,320,-,0.8954,0.9137,0.8925,Gold,05/11/2010
"HP, Inc.",CFH320EWWA,Custom,320,-,0.8954,0.9137,0.8925,Gold,05/11/2010
"HP, Inc.",CFH240EWWB,Custom,240,-,0.892,0.9139,0.8923,Gold,05/11/2010
"HP, Inc.",CFH240EWWC,Custom,240,-,0.8643,0.8788,0.8481,Bronze,05/11/2010
"HP, Inc.",DPS-320NB-1 A,ATX12V,320,-,0.8941,0.9134,0.8884,Gold,04/11/2010
Zalman,ZM1000-HP PLUS,ATX12V,1000,-,0.868,0.8916,0.8664,Silver,04/11/2010
Zalman,ZM850-HP PLUS,ATX12V,850,-,0.8587,0.8884,0.8636,Silver,04/11/2010
Dell,0YJ1JT,Custom,250,-,0.8891,0.9049,0.8818,Gold,03/11/2010
"Delta Electronics, Inc.",DPS-400AB-12 A,1U,400,-,0.8827,0.91,0.8947,Gold,03/11/2010
Dell,H240ES-00,SFX,240,-,0.888,0.9103,0.8818,Gold,03/11/2010
Be Quiet,BQT E8-550W,EPS12V,550,-,0.8642,0.8949,0.8699,Silver,29/10/2010
Be Quiet,BQT E8-600W,EPS12V,600,-,0.8639,0.891,0.8685,Silver,29/10/2010
Be Quiet,BQT E8-400W,ATX12V,400,-,0.8566,0.885,0.861,Silver,29/10/2010
Be Quiet,BQT E8-450W,ATX12V,450,-,0.8582,0.8854,0.8591,Silver,29/10/2010
Be Quiet,BQT E8-500W,ATX12V,500,-,0.8666,0.889,0.8619,Silver,29/10/2010
LDLC.com,LDLC-TA-650,LDLC-TA-650,650,-,0.8341,0.86,0.8336,Bronze,28/10/2010
Thortech Power,THORTECH TCP400W,ATX12V,300,-,0.8318,0.8546,0.832,Bronze,28/10/2010
"High Power Electric Co., Ltd.",HP-1200-G14S(C)-PT,ATX12V,1200,-,0.9123,0.9257,0.9073,Platinum,28/10/2010
Gigabyte,GE-X650A-C1,ATX12V,700,-,0.8501,0.8691,0.8345,Bronze,27/10/2010
"Delta Electronics, Inc.",DPS-400AB-13 A,ATX12V,400,-,0.8925,0.908,0.8798,Gold,27/10/2010
"HP, Inc.",619397-001,ATX12V,400,-,0.8925,0.908,0.8798,Gold,27/10/2010
AcBel Polytech Inc.,PCA015,ATX12V,700,-,0.8501,0.8691,0.8345,Bronze,27/10/2010
"Nipron Co., Ltd.",HPCSA-1000P-E2S,PS2,822,-,0.8563,0.8858,0.8599,Silver,26/10/2010
Thermaltake,QFAN 950,ATX12V,850,-,0.8559,0.868,0.8229,Bronze,26/10/2010
Be Quiet,BQT E8-CM-680W,EPS12V,680,-,0.8707,0.8946,0.8672,Silver,26/10/2010
Be Quiet,BQT E8-CM-480W,EPS12V,480,-,0.8583,0.887,0.862,Silver,25/10/2010
Be Quiet,BQT E8-CM-580W,EPS12V,580,-,0.8637,0.8926,0.8709,Silver,25/10/2010
Be Quiet,BQT E8-700W,EPS12V,700,-,0.8743,0.8948,0.868,Silver,25/10/2010
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-ATX400NB,ATX12V,400,-,0.8842,0.9171,0.9012,Gold,22/10/2010
CFD Sales Inc.,KRPW-P800W/85+,EPS12V,800,-,0.874,0.8809,0.8432,Bronze,22/10/2010
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-ATX400(92+),ATX12V,400,-,0.9009,0.9244,0.9051,Platinum,22/10/2010
Gigabyte,GE-X550A-C1,ATX12V,600,-,0.8605,0.871,0.8311,Bronze,21/10/2010
Gigabyte,GE-X450A-C1,ATX12V,500,-,0.8475,0.8672,0.8326,Bronze,21/10/2010
AcBel Polytech Inc.,PCA013,ATX12V,500,-,0.8475,0.8672,0.8326,Bronze,21/10/2010
AcBel Polytech Inc.,PCA014,ATX12V,600,-,0.8605,0.871,0.8311,Bronze,21/10/2010
AcBel Polytech Inc.,PCA012,ATX12V,400,-,0.8527,0.8694,0.8303,Bronze,21/10/2010
Be Quiet,BQT P9-750W,EPS12V,750,-,0.8778,0.9002,0.8812,Gold,20/10/2010
Be Quiet,BQT P9-850W,EPS12V,850,-,0.8816,0.9022,0.8804,Gold,20/10/2010
Be Quiet,BQT P9-650W,ATX12V & EPS12V,650,-,0.8852,0.9025,0.8789,Gold,20/10/2010
Sparkle Power,SPI250F4BMB,FLEX ATX,220,-,0.8259,0.8607,0.8411,Bronze,15/10/2010
Sparkle Power,SPI500W7BGB,2U,500,-,0.885,0.9054,0.8814,Gold,15/10/2010
Be Quiet,BQT P9-550W,EPS12V,550,-,0.8727,0.9,0.8851,Gold,15/10/2010
FSP Technology Inc.,FSP250-60MPC,FLEX ATX,220,-,0.8259,0.8607,0.8411,Bronze,15/10/2010
FSP Technology Inc.,FSP500-502UN,2U,500,-,0.885,0.9054,0.8814,Gold,15/10/2010
Sparkle Power,SPI220F4BMB,FLEX ATX,220,-,0.823,0.8574,0.833,Bronze,14/10/2010
FSP Technology Inc.,FSP220-60MPC,FLEX ATX,220,-,0.823,0.8574,0.833,Bronze,14/10/2010
Lite-On Technology Corporation,L200EU-00,SFF,200,-,0.8917,0.9087,0.8775,Gold,14/10/2010
XFX Technology,XPS-850W-SEW,ATX12V & EPS12V,850,-,0.8485,0.8656,0.8301,Bronze,13/10/2010
XFX Technology,XPS-750W-SEW,ATX12V & EPS12V,750,-,0.846,0.8676,0.8351,Bronze,13/10/2010
XFX Technology,XPS-650W-SEW,ATX12V & EPS12V,650,-,0.8313,0.8571,0.8302,Bronze,12/10/2010
MODECOM,Green energy 400,ATX12V,400,-,0.8308,0.8507,0.8219,Bronze,11/10/2010
"Guangzhou HEDY Electronic Technology Co., Ltd.",PE500AAA,ATX12V,400,-,0.8308,0.8507,0.8219,Bronze,08/10/2010
"Guangzhou HEDY Electronic Technology Co., Ltd.",PE350AAA,ATX12V,250,-,0.8215,0.8424,0.8134,Standard,08/10/2010
"Guangzhou HEDY Electronic Technology Co., Ltd.",PE400AAA,ATX12V,300,-,0.8152,0.8429,0.82,Standard,08/10/2010
"Guangzhou HEDY Electronic Technology Co., Ltd.",PE450AAA,ATX12V,350,-,0.8058,0.8478,0.822,Standard,08/10/2010
In Win,IP-S300EF7-2,TFX,300,-,0.8399,0.8632,0.8341,Bronze,07/10/2010
LDLC.com,LDLC-TA-750,LDLC-TA-750,750,-,0.8417,0.8624,0.8297,Bronze,07/10/2010
Suza,SL-700,ATX12V,600,-,0.8317,0.8543,0.8273,Bronze,06/10/2010
Suza,SL-500,ATX12V,400,-,0.8294,0.8635,0.8506,Bronze,06/10/2010
Suza,SL-600,ATX12V,500,-,0.8335,0.8612,0.8415,Bronze,06/10/2010
Real Power,ECO500,ATX12V,500,-,0.8335,0.8612,0.8415,Bronze,06/10/2010
Real Power,ECO600,ATX12V,600,-,0.8317,0.8543,0.8273,Bronze,06/10/2010
"Guangzhou Kaisen Electronic Technology Co., Ltd.",S5-40A14-1,ATX12V,400,-,0.8294,0.8635,0.8506,Bronze,06/10/2010
"Guangzhou Kaisen Electronic Technology Co., Ltd.",Q7-50A14-1,ATX12V,500,-,0.8335,0.8612,0.8415,Bronze,06/10/2010
"Guangzhou Kaisen Electronic Technology Co., Ltd.",A8-60A14-1,ATX12V,600,-,0.8317,0.8543,0.8273,Bronze,06/10/2010
PowerColor,PX-850,EPS12V,850,-,0.8374,0.8595,0.8402,Bronze,05/10/2010
Club 3D,CSP-X1000CB,"ATX12V, EPS12V",1000,-,0.8533,0.8771,0.8486,Bronze,04/10/2010
Club 3D,CSP-D850CB,"ATX12V, EPS12V",850,-,0.8416,0.874,0.8565,Bronze,04/10/2010
Club 3D,CSP-D700CB,ATX12V & EPS12V,700,-,0.8283,0.8709,0.8539,Bronze,04/10/2010
Sparkle Power,SPI700ACAG,ATX12V & EPS12V,700,-,0.8989,0.9118,0.8846,Gold,01/10/2010
Club 3D,CSP-S400,ATX12V,400,-,0.8202,0.8457,0.8135,Standard,01/10/2010
Club 3D,CSP-S600,ATX12V,600,-,0.8423,0.8634,0.8292,Bronze,01/10/2010
FSP Technology Inc.,FSP700-80EGN,ATX12V & EPS12V,700,-,0.8989,0.9118,0.8846,Gold,01/10/2010
Corsair,CMPSU-650TXV2,ATX12V,650,-,0.8275,0.8566,0.8269,Bronze,01/10/2010
Sparkle Power,SPI600ACAG,ATX12V & EPS12V,600,-,0.8935,0.9109,0.8922,Gold,30/09/2010
Sparkle Power,SPI400ACAG,ATX12V,400,-,0.8883,0.9076,0.8947,Gold,30/09/2010
Sparkle Power,SPI500ACAG,ATX12V,500,-,0.8992,0.9081,0.8817,Gold,30/09/2010
FSP Technology Inc.,FSP500-60EGN,ATX12V,500,-,0.8992,0.9081,0.8817,Gold,30/09/2010
FSP Technology Inc.,FSP600-80EGN,ATX12V & EPS12V,600,-,0.8935,0.9109,0.8922,Gold,30/09/2010
FSP Technology Inc.,FSP400-60EGN,ATX12V,400,-,0.8883,0.9076,0.8947,Gold,30/09/2010
Dell,PC1003-240H,Custom,240,-,0.8778,0.9051,0.8871,Gold,29/09/2010
Corsair,CMPSU-850TXV2,ATX12v,850,-,0.8466,0.8651,0.8299,Bronze,28/09/2010
Cougar,CGR S2-460,ATX12V & EPS12V,460,-,0.8677,0.9026,0.8948,Silver,27/09/2010
Delux Technology,DLP-550PG,ATX12V,350,-,0.8434,0.8622,0.8268,Bronze,27/09/2010
Corsair,CMPSU-750TXV2,ATX12V,750,-,0.8395,0.8637,0.8292,Bronze,24/09/2010
Delux Technology,DLP-500PG,ATX12V,300,-,0.8414,0.8558,0.8105,Standard,24/09/2010
Delux Technology,DLP-370PG,ATX12V,270,-,0.837,0.8569,0.8263,Bronze,24/09/2010
LOGIN INFORMÁTICA COMÉRCIO E REPRESENTAÇÃO LTD,LOG300-60LDB,TFX,300,-,0.8637,0.8902,0.8664,Silver,23/09/2010
AOpen,AO300-08TS8,ATX12V & TFX,300,-,0.8637,0.8902,0.8664,Silver,23/09/2010
FSP Technology Inc.,FSP300-60LDB,TFX,300,-,0.8637,0.8902,0.8664,Silver,23/09/2010
Sparkle Power,SPI300T8B5,TFX,300,-,0.8637,0.8902,0.8664,Silver,23/09/2010
Dell,PC1003-240G,Custom,240,-,0.8741,0.9057,0.889,Gold,22/09/2010
Ultra Products,X4 1000W GOLD,ATX12V,1000,-,0.8977,0.9113,0.8791,Gold,22/09/2010
Rosewill,Tachyon-550,ATX12V,550,-,0.9164,0.9288,0.9099,Platinum,21/09/2010
Kingwin,AP-550,ATX12V,550,-,0.9164,0.9288,0.9099,Platinum,21/09/2010
Kingwin,LZP-550,EPS12V,550,-,0.9164,0.9288,0.9099,Platinum,21/09/2010
Super Flower,SF-550P14PE,EPS12V,550,-,0.9164,0.9288,0.9099,Platinum,21/09/2010
Rasurbo,RAPM 650,ATX12V,650,-,0.8654,0.8647,0.813,Standard,20/09/2010
Rasurbo,RAP 450,ATX12V,450,-,0.8186,0.8456,0.8186,Standard,20/09/2010
Rasurbo,RAPM 550,ATX12V,550,-,0.8508,0.8587,0.8148,Standard,20/09/2010
Aerocool,E85M-550,ATX12V,550,-,0.8646,0.873,0.8397,Bronze,17/09/2010
Rasurbo,RAP 350,ATX12V,350,-,0.8177,0.8468,0.8075,Standard,17/09/2010
FSP Technology Inc.,FSP500-501UN,1U,500,-,0.8847,0.9043,0.8772,Gold,17/09/2010
Sparkle Power,SPI500U4BGB,1U,500,-,0.8847,0.9043,0.8772,Gold,17/09/2010
Aerocool,E85-550,ATX12V,550,-,0.8617,0.8741,0.8368,Bronze,16/09/2010
"Shenzhen Ruishengyuan Technology Co., Ltd",RSY550,EPS12V,550,-,0.8271,0.8616,0.8427,Bronze,15/09/2010
"Shenzhen Ruishengyuan Technology Co., Ltd",RSY650,EPS12V,650,-,0.8314,0.8631,0.832,Bronze,15/09/2010
OCingTek,LA800B,EPS12V,650,-,0.8314,0.8631,0.832,Bronze,15/09/2010
OCingTek,LA700B,EPS12V,550,-,0.8271,0.8616,0.8427,Bronze,15/09/2010
"Shenzhen Ruishengyuan Technology Co., Ltd",RSY450,ATX12V,450,-,0.8339,0.8526,0.824,Bronze,14/09/2010
OCingTek,LA600B,ATX12V,450,-,0.8339,0.8526,0.824,Bronze,14/09/2010
Zalman,ZM700-HP PLUS,ATX12V,700,-,0.8474,0.8661,0.8254,Bronze,13/09/2010
Xilence,XP250.SFX,SFX,250,-,0.8374,0.8659,0.8511,Bronze,10/09/2010
Xilence,XP200.SFX,SFX,200,-,0.817,0.8568,0.8533,Standard,10/09/2010
Dell,YC7TR,Custom,265,-,0.8847,0.9048,0.8825,Gold,10/09/2010
Corsair,CMPSU-850AX,ATX12V,850,-,0.8893,0.9102,0.8782,Gold,09/09/2010
XFX Technology,XFX XPS-850W-BEF,"ATX12V, EPS12V",850,-,0.8906,0.9056,0.8708,Gold,08/09/2010
"Sea Sonic Electronics Co., Ltd.",SS-850KM,ATX12V & EPS12V,850,-,0.8906,0.9056,0.8708,Gold,08/09/2010
"Codegen Technology Co., Ltd.",MTP-450ACA,ATX12V,450,-,0.8388,0.8541,0.812,Standard,08/09/2010
"Codegen Technology Co., Ltd.",MTP-550ACA,ATX12V,550,-,0.8428,0.8658,0.8446,Bronze,08/09/2010
SAMA,EPS-850-1,EPS12V,850,-,0.8424,0.8639,0.8228,Bronze,08/09/2010
"Sea Sonic Electronics Co., Ltd.",SS-660KM,ATX12V & EPS12V,660,-,0.8861,0.9094,0.8823,Gold,07/09/2010
Aerocool,KCAS PLUS 800W,ATX12V,800,-,0.8472,0.8735,0.8496,Bronze,03/09/2010
Aerocool,HERO 775,ATX12V,800,-,0.8472,0.8735,0.8496,Bronze,03/09/2010
Aerocool,KCAS-800W,ATX12V,800,-,0.8472,0.8735,0.8496,Bronze,03/09/2010
XFX Technology,XFX XPS-750W-BEF,"ATX12V, EPS12V",750,-,0.8837,0.9086,0.88,Gold,03/09/2010
"Sea Sonic Electronics Co., Ltd.",SS-760KM,"ATX12V, EPS12V",760,-,0.8837,0.9086,0.88,Gold,03/09/2010
Aerocool,V12XT-800,ATX12V,800,-,0.8472,0.8735,0.8496,Bronze,03/09/2010
3R Systems,IA 5000HP80 PLUS,ATX12V,500,-,0.8376,0.8709,0.852,Bronze,24/08/2010
3R Systems,IA 6000HP80 PLUS,ATX12V,600,-,0.8413,0.8671,0.8427,Bronze,24/08/2010
Aerocool,V12XT-600,ATX12V,600,-,0.859,0.8674,0.8291,Bronze,23/08/2010
Apevia Corp.,ATX-JP800W,ATX12V,800,-,0.8333,0.8715,0.8505,Bronze,20/08/2010
Dell,D250ED-00,TFX,250,-,0.8839,0.9021,0.8732,Gold,20/08/2010
Comstars,KT-600EY-Z2,"ATX12V, EPS12V",600,-,0.8255,0.8424,0.8077,Standard,20/08/2010
Comstars,KT-800EY-Z2,"ATX12V,EPS12V",800,-,0.8333,0.8715,0.8505,Bronze,20/08/2010
Comstars,KT-700EY-Z2,"ATX12V, EPS12V",700,-,0.838,0.8571,0.8153,Standard,20/08/2010
Corsair,CMPSU-750AX,ATX12V,750,-,0.8841,0.908,0.8811,Gold,19/08/2010
Xigmatek,Vector S650,ATX12V,650,-,0.8567,0.885,0.8629,Silver,18/08/2010
"High Power Electric Co., Ltd.",HP-650-G14S(C)-SILVER,ATX12V,650,-,0.8567,0.885,0.8629,Silver,18/08/2010
"CHINA GREATWALL TECHNOLOGY GROUP CO., LTD.",GW-4000S(90+),ATX12V,300,-,0.887,0.9109,0.8892,Gold,18/08/2010
"Delta Electronics, Inc.",DPS-300AB-57 A,ATX12V,300,-,0.8441,0.8586,0.8333,Bronze,17/08/2010
"Delta Electronics, Inc.",DPS-300AB-58 A,SFX,300,-,0.8297,0.8549,0.8292,Bronze,17/08/2010
Ultra Products,LSX 750W,ATX12V,750,-,0.8407,0.8824,0.8789,Bronze,16/08/2010
AZZA,PSAZ-650W,ATX12V,650,-,0.8257,0.8796,0.8808,Bronze,13/08/2010
Xigmatek,CERBERUS S650,ATX12V,650,-,0.8257,0.8796,0.8808,Bronze,13/08/2010
Aerocool,AP-PRO 650W,ATX12V,650,-,0.8257,0.8796,0.8808,Bronze,13/08/2010
"Andyson International Co., Ltd.",AD-650yz,ATX12V,650,-,0.8257,0.8796,0.8808,Bronze,13/08/2010
Ultra Products,LSX 650W,ATX12V,650,-,0.8257,0.8796,0.8808,Bronze,13/08/2010
COLETEK,DSA-650BE,ATX12V,650,-,0.8534,0.8721,0.8338,Bronze,13/08/2010
COLETEK,DSA-550BE,ATX12V,550,-,0.8354,0.8611,0.8324,Bronze,13/08/2010
Xitrix Computer Corporation,XPNIP-S300FF7-2,ATX12V,300,-,0.8189,0.8447,0.8173,Standard,12/08/2010
In Win,IP-S250FF7-2,TFX,250,-,0.8102,0.8392,0.818,Standard,12/08/2010
In Win,IP-S300FF7-2,TFX,300,-,0.8189,0.8447,0.8173,Standard,12/08/2010
Corsair,CMPSU-800G,ATX12V,800,-,0.8325,0.8534,0.811,Standard,12/08/2010
"HP, Inc.",626322-001,ATX12V,600,-,0.811,0.8429,0.8237,Standard,11/08/2010
"Delta Electronics, Inc.",DPS-650LB B,ATX12V,600,-,0.811,0.8429,0.8237,Standard,11/08/2010
Delux Technology,DLP-600PG,ATX12V,400,-,0.8412,0.8679,0.8443,Bronze,11/08/2010
Delux Technology,DLP-650PG,ATX12V,450,-,0.849,0.8618,0.8313,Bronze,11/08/2010
"Leadway Electronic Co., LTD",LWP-500,EPS12V,350,-,0.8252,0.8538,0.8221,Bronze,10/08/2010
Antec,HCP-1200,"ATX12V, EPS12V",1200,-,0.8914,0.9031,0.8833,Gold,03/08/2010
Antec,HCP-850,"ATX12V, EPS12V",850,-,0.8861,0.9069,0.8847,Gold,03/08/2010
Antec,BP550,"ATX12V, EPS12V",550,-,0.8291,0.85,0.8149,Standard,02/08/2010
ACPC - Athena Computer Power Corp.,AP-MFATX35,FLEX ATX,350,-,0.8294,0.8562,0.828,Bronze,02/08/2010
ACPC - Athena Computer Power Corp.,AP-TFX35,TFX,350,-,0.8237,0.8568,0.8234,Bronze,02/08/2010
HEC Group,HEC-400TA,"ATX12V, EPS12V",400,-,0.8213,0.8463,0.8142,Standard,30/07/2010
Corsair,CMPSU-700G,ATX12V,700,-,0.8269,0.8476,0.8071,Standard,30/07/2010
Cougar,CGR R-400,"ATX12V, EPS12V",400,-,0.8213,0.8463,0.8142,Standard,30/07/2010
Gview,Gview i7 Extreme 80+,ATX12V & EPS12V,1000,-,0.8222,0.8507,0.819,Standard,29/07/2010
AcBel Polytech Inc.,PCA022,ATX12V,300,-,0.8451,0.8656,0.8349,Bronze,28/07/2010
Gview,Gview i7 80+,"ATX12V, EPS12V",850,-,0.808,0.8433,0.8094,Standard,26/07/2010
Gview,Gview i5 80+,ATX12V & EPS12V,600,-,0.8417,0.8587,0.82,Bronze,23/07/2010
Gview,Gview BlueDiamond 80+,ATX12V & EPS12V,500,-,0.8343,0.8573,0.8232,Bronze,23/07/2010
Gview,Gview Gold 80+,ATX12V & EPS12V,350,-,0.8176,0.8454,0.8142,Standard,22/07/2010
Gview,Gview Platinum 80+,ATX12V & EPS12V,400,-,0.8176,0.8453,0.81,Standard,22/07/2010
Gview,Gview Titanium 80+,ATX12V & EPS12V,300,-,0.8109,0.8425,0.8209,Standard,21/07/2010
Antec,EA-650 GREEN,ATX12V & EPS12V,650,-,0.8308,0.855,0.8209,Bronze,21/07/2010
In Win,IP-S500CQ3-2,ATX12V,500,-,0.8427,0.8506,0.8123,Standard,20/07/2010
In Win,IP-S600CQ3-2,ATX12V,600,-,0.8574,0.8623,0.8144,Standard,20/07/2010
HuntKey,DUO HE R85,ATX12V,450,-,0.842,0.8555,0.8268,Bronze,20/07/2010
Be Quiet,SFX2-300W,SFX,300,-,0.8351,0.8592,0.8319,Bronze,19/07/2010
Skydigital,PS3-M450 Bronze,SFX,450,-,0.8402,0.8625,0.8287,Bronze,19/07/2010
Sparkle Power,SPI450S8HB,SFX,450,-,0.8402,0.8625,0.8287,Bronze,19/07/2010
Sparkle Power,SPI300S8HB,SFX,300,-,0.8351,0.8592,0.8319,Bronze,19/07/2010
FSP Technology Inc.,FSP450-60GHS(85),SFX,450,-,0.8402,0.8625,0.8287,Bronze,19/07/2010
FSP Technology Inc.,FSP300-60GHS(85),SFX,300,-,0.8351,0.8592,0.8319,Bronze,19/07/2010
FSP Technology Inc.,FSP450-60PTM,ATX12V,450,-,0.9079,0.9315,0.9189,Platinum,16/07/2010
"Powerex Co., Ltd.",POWEREX REX III 500W 80,"ATX12V, EPS12V",500,-,0.8307,0.8447,0.8159,Standard,14/07/2010
SAMA,BTX-550-1(550W),ATX12V,550,-,0.8489,0.8653,0.8204,Bronze,14/07/2010
"Key Mouse Electronic Enterprise CO.,LTD.",EW500,ATX12V,500,-,0.8304,0.8525,0.8224,Bronze,13/07/2010
"Key Mouse Electronic Enterprise CO.,LTD.",EW500ATX800,ATX12V,500,-,0.8304,0.8525,0.8224,Bronze,13/07/2010
SAMA,BTX-500-1(500W),ATX12V,500,-,0.8304,0.8525,0.8224,Bronze,13/07/2010
Sparkle Power,SPI500W7BG,2U,500,-,0.8866,0.9089,0.8898,Gold,12/07/2010
FSP Technology Inc.,FSP500-702UN,2U,500,-,0.8866,0.9089,0.8898,Gold,12/07/2010
OCingTek,TU550W,ATX12V,400,-,0.8348,0.8492,0.813,Standard,09/07/2010
Dell,0C0G5T,Custom,200,-,0.887,0.9119,0.8841,Gold,08/07/2010
LDLC.com,LDLC-460FL,ATX12V,460,-,0.8818,0.9152,0.9028,Gold,07/07/2010
Tagan (MaxPoint),SP-S460FL,ATX12V,460,-,0.8818,0.9152,0.9028,Gold,07/07/2010
